pathway,main_class,sub_class,source,confidence,created_at
Node of Ranvier,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:47:05.736716
Cytoplasmic microtubule,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:05.833069
Autolysosome,Cellular Processes,Autophagy,GO_CC,0.9,2026-01-27T18:47:05.931367
Leading edge membrane,Cellular Processes,Membrane Dynamics,GO_CC,0.9,2026-01-27T18:47:06.032182
NLS-dependent protein nuclear import complex,Genetic Information Processing,Nuclear Transport Mechanisms,GO_CC,0.9,2026-01-27T18:47:06.137009
Neuron projection terminus,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:47:09.556965
Discoidal high-density lipoprotein particle,Metabolism,Lipid Metabolism,GO_CC,0.9,2026-01-27T18:47:09.671470
Exocytic vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:09.764259
Microvillus membrane,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:09.857279
"Proteasome regulatory particle, lid subcomplex",Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:09.944311
DNA recombinase complex,Genetic Information Processing,DNA Repair,GO_CC,0.9,2026-01-27T18:47:10.032053
Gamma-secretase complex,Cellular Processes,Proteolysis,GO_CC,0.9,2026-01-27T18:47:10.117539
Cell surface,Cellular Processes,Membrane Dynamics,GO_CC,0.9,2026-01-27T18:47:10.210456
BBSome,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:13.499857
Recycling endosome,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:13.594156
Potassium channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:47:13.695191
Insulin-like growth factor ternary complex,Signal Transduction,Insulin Signaling,GO_CC,0.9,2026-01-27T18:47:13.787847
Secretory vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:13.879886
Lamellar body,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:13.973072
Secretory granule lumen,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:14.066019
Tertiary granule membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:14.160322
Protein kinase 5 complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:18.112013
U6 snRNP,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:47:18.219820
Golgi apparatus,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:18.325747
Postsynaptic specialization,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:18.434596
pICln-Sm protein complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:18.542804
CORVET complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:18.650083
Myosin complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:18.746475
AP-4 adaptor complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:18.840302
Granulocyte macrophage colony-stimulating factor receptor complex,Immune System,Cytokine Signaling,GO_CC,0.9,2026-01-27T18:47:22.241518
"Mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:47:22.357747
U2 snRNP,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:47:22.470320
Golgi lumen,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:22.577033
SCAR complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:22.692751
Calcium- and calmodulin-dependent protein kinase complex,Signal Transduction,Calcium Signaling,GO_CC,0.9,2026-01-27T18:47:22.796624
Ciliary base,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:47:22.906336
Muscle myosin complex,Cellular Processes,Muscle Contraction Mechanism,GO_CC,0.9,2026-01-27T18:47:23.011593
Transcription factor TFIID complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:47:26.833370
NatB complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:26.941118
Glycinergic synapse,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:27.030070
RISC complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:47:27.116607
Gemini of coiled bodies,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:27.219976
Clathrin coat of trans-Golgi network vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:27.323059
COPII-coated ER to Golgi transport vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:27.422950
Sperm head plasma membrane,Cellular Processes,Cell Membrane Dynamics,GO_CC,0.9,2026-01-27T18:47:27.529604
Lysosomal lumen,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:31.140364
Arp2/3 protein complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:31.253562
Dynactin complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:31.353653
MPP7-DLG1-LIN7 complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:31.456273
"Chromosome, centromeric region",Cellular Processes,Chromosome Segregation,GO_CC,0.9,2026-01-27T18:47:31.578917
Synaptic vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:31.674628
Filopodium tip,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:47:31.773362
Catalytic step 2 spliceosome,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:47:31.869969
U12-type spliceosomal complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:47:35.901981
BAK complex,Apoptosis,Bcl-2 Family Regulation,GO_CC,0.9,2026-01-27T18:47:36.004233
Axon terminus,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:36.095225
DNA-dependent protein kinase complex,Genetic Information Processing,DNA Repair,GO_CC,0.9,2026-01-27T18:47:36.180743
PRC1 complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:36.277814
TRAPPIII protein complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:36.384028
Laminin complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:36.489820
Small-subunit processome,Genetic Information Processing,Ribosome Biogenesis,GO_CC,0.9,2026-01-27T18:47:36.586566
CatSper complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:39.940227
Meprin A complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:40.037358
Ubiquinone biosynthesis complex,Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:47:40.132903
Mitochondrial processing peptidase complex,Cellular Processes,Protein Processing,GO_CC,0.9,2026-01-27T18:47:40.227535
UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex,Cellular Processes,Protein Modification,GO_CC,0.9,2026-01-27T18:47:40.327191
Heterotrimeric G-protein complex,Signal Transduction,GPCR Signaling,GO_CC,0.9,2026-01-27T18:47:40.437115
Kinetochore,Cell Cycle,Chromosome Segregation,GO_CC,0.9,2026-01-27T18:47:40.532965
AP-type membrane coat adaptor complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:40.620684
alphav-beta3 integrin-HMGB1 complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:47:43.929269
MHC protein complex,Immune System,Antigen Presentation,GO_CC,0.9,2026-01-27T18:47:44.015506
cullin-RING ubiquitin ligase complex,Cellular Processes,Protein Ubiquitination,GO_CC,0.9,2026-01-27T18:47:44.104017
Rad51B-Rad51C-Rad51D-XRCC2 complex,Genetic Information Processing,DNA Repair,GO_CC,0.9,2026-01-27T18:47:44.193569
SWI/SNF superfamily-type complex,Cellular Processes,Chromatin Remodeling,GO_CC,0.9,2026-01-27T18:47:44.297639
Perikaryon,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:44.402459
Plasma membrane signaling receptor complex,Signal Transduction,Receptor Signaling,GO_CC,0.9,2026-01-27T18:47:44.501703
Hrd1p ubiquitin ligase ERAD-L complex,Cellular Processes,Protein Quality Control,GO_CC,0.9,2026-01-27T18:47:44.587151
Plus-end kinesin complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:49.130456
trans-Golgi network,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:49.242662
Eukaryotic 48S preinitiation complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:47:49.351011
Heterochromatin,Genetic Information Processing,Chromatin Modification,GO_CC,0.9,2026-01-27T18:47:49.453922
PML body,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:49.553516
Sperm head,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:49.642585
Nuclear pore central transport channel,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:47:49.744229
Kinetochore microtubule,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:49.835793
U1 snRNP,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:47:53.122310
CCAAT-binding factor complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:47:53.225615
Nuclear meiotic cohesin complex,Cell Cycle,Chromosome Segregation,GO_CC,0.9,2026-01-27T18:47:53.327757
ATR-ATRIP complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:53.434418
"RNA polymerase II, core complex",Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:47:53.532454
Cytoskeleton of presynaptic active zone,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:53.633786
Spherical high-density lipoprotein particle,Metabolism,Lipid Metabolism,GO_CC,0.9,2026-01-27T18:47:53.740205
Core-binding factor complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:47:53.828869
DNA packaging complex,Genetic Information Processing,Chromatin Modification,GO_CC,0.9,2026-01-27T18:47:57.624776
"Condensed chromosome, centromeric region",Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:47:57.736761
Sweet taste receptor complex,Signal Transduction,GPCR Signaling,GO_CC,0.9,2026-01-27T18:47:57.826573
Central element,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:47:57.917498
Intracellular cyclic nucleotide activated cation channel complex,Signal Transduction,Calcium Signaling,GO_CC,0.9,2026-01-27T18:47:58.017641
Mitochondrial alpha-ketoglutarate dehydrogenase complex,Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:47:58.110896
Serine/threonine protein kinase complex,Signal Transduction,MAPK Signaling,GO_CC,0.9,2026-01-27T18:47:58.201687
NatC complex,Cellular Processes,Protein Complex Assembly,GO_CC,0.9,2026-01-27T18:47:58.288258
Sm-like protein family complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:02.236631
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,Cellular Processes,Glycan Biosynthesis and Metabolism,GO_CC,0.9,2026-01-27T18:48:02.346011
beta-N-acetylhexosaminidase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:02.442592
Integral component of mitochondrial outer membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:02.535551
ESCRT III complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:02.631930
CHOP-C/EBP complex,Cellular Processes,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:02.724263
Ribonucleoprotein complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:48:02.829525
Endocytic vesicle,Cellular Processes,Endocytosis and Exocytosis,GO_CC,0.9,2026-01-27T18:48:02.935963
Protein phosphatase type 1 complex,Cellular Processes,Protein Dephosphorylation,GO_CC,0.9,2026-01-27T18:48:06.513257
Specific granule membrane,Cellular Processes,Membrane Organization,GO_CC,0.9,2026-01-27T18:48:06.615043
Lateral plasma membrane,Cellular Processes,Membrane Dynamics,GO_CC,0.9,2026-01-27T18:48:06.706239
Intrinsic component of plasma membrane,Cellular Processes,Membrane Composition,GO_CC,0.9,2026-01-27T18:48:06.796465
CENP-A containing nucleosome,Genetic Information Processing,Chromatin Structure,GO_CC,0.9,2026-01-27T18:48:06.880905
Replication fork,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:48:06.984510
Cornified envelope,Cellular Processes,Structural Organization,GO_CC,0.9,2026-01-27T18:48:07.076305
COP9 signalosome,Cellular Processes,Protein Complex Assembly,GO_CC,0.9,2026-01-27T18:48:07.169291
Phospholipid-translocating ATPase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:11.754490
Condensed nuclear chromosome,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:11.848029
Intracellular protein-containing complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:11.946559
ATF4-CREB1 transcription factor complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:12.056917
Postsynapse,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:48:12.146207
Cyclin D2-CDK4 complex,Cell Cycle,G1/S Transition,GO_CC,0.9,2026-01-27T18:48:12.254810
HFE-transferrin receptor complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:12.351750
Spectrin-associated cytoskeleton,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:12.461699
U5 snRNP,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:48:15.882512
Caspase complex,Apoptosis,Caspase Cascade,GO_CC,0.9,2026-01-27T18:48:15.987879
RPAP3/R2TP/prefoldin-like complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:16.081212
Nuclear replisome,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:48:16.171655
succinate-CoA ligase complex (GDP-forming),Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:48:16.264904
VCP-NPL4-UFD1 AAA ATPase complex,Cellular Processes,Protein Folding,GO_CC,0.9,2026-01-27T18:48:16.356462
Postsynaptic endosome,Cellular Processes,Endocytosis and Exocytosis,GO_CC,0.9,2026-01-27T18:48:16.457342
Side of membrane,Cellular Processes,Membrane Dynamics,GO_CC,0.9,2026-01-27T18:48:16.563173
Nucleolar ribonuclease P complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:48:19.853398
Calcineurin complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:19.963343
Rough endoplasmic reticulum,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:20.057945
C/EBP complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:20.144547
Intracellular ferritin complex,Cellular Processes,Iron Storage and Homeostasis,GO_CC,0.9,2026-01-27T18:48:20.242478
Classical-complement-pathway C3/C5 convertase complex,Immune System,Complement Cascade,GO_CC,0.9,2026-01-27T18:48:20.341064
U2AF complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:48:20.451884
Basal dendrite,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:48:20.553667
Proteasome regulatory particle,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:23.903668
Basement membrane,Cellular Processes,Extracellular Matrix Organization,GO_CC,0.9,2026-01-27T18:48:24.020288
Dense core granule,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:24.116656
Endoplasmic reticulum-Golgi intermediate compartment,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:24.208616
Methylosome,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:48:24.307676
MutSbeta complex,Genetic Information Processing,DNA Repair Mechanisms,GO_CC,0.9,2026-01-27T18:48:24.406443
Cytochrome complex,Metabolism,Electron Transport Chain,GO_CC,0.9,2026-01-27T18:48:24.509685
Integrin alpha4-beta7 complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:48:24.602110
Endoplasmic reticulum Sec complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:28.123444
Filopodium membrane,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:48:28.225499
Astrocyte projection,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:28.324113
Stress fiber,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:28.423346
SNARE complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:28.531930
DSIF complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:28.619285
Transferase complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:28.714961
HAUS complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:28.797989
Signal peptidase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:32.315997
Prefoldin complex,Cellular Processes,Protein Folding,GO_CC,0.9,2026-01-27T18:48:32.429319
Polysomal ribosome,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:48:32.535598
Gamma-tubulin complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:32.637480
TRAPP complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:48:32.740692
NMDA selective glutamate receptor complex,Cellular Processes,Receptor Signaling,GO_CC,0.9,2026-01-27T18:48:32.832903
Signal recognition particle receptor complex,Cellular Processes,Protein Targeting,GO_CC,0.9,2026-01-27T18:48:32.927327
Coated vesicle,Cellular Processes,Endocytosis and Exocytosis,GO_CC,0.9,2026-01-27T18:48:33.026838
Postsynaptic endocytic zone cytoplasmic component,Cellular Processes,Endocytosis and Exocytosis,GO_CC,0.9,2026-01-27T18:48:36.609706
Shelterin complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:36.716922
Myosin filament,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:36.808689
Nuclear speck,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:36.905357
Ribosomal subunit,Genetic Information Processing,Ribosome Assembly,GO_CC,0.9,2026-01-27T18:48:37.007293
Connexin complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:48:37.111434
Mitochondrial respiratory chain complex I,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:37.206997
Myofibril,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:37.294901
MCM complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:48:40.641468
P-body,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:40.747672
Extracellular matrix,Cellular Processes,Extracellular Matrix Organization,GO_CC,0.9,2026-01-27T18:48:40.832305
mRNA cap binding complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:48:40.929879
SLIK (SAGA-like) complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:41.027367
Site of double-strand break,Genetic Information Processing,DNA Damage Checkpoint,GO_CC,0.9,2026-01-27T18:48:41.118057
Ciliary basal body,Cellular Processes,Cilia Formation,GO_CC,0.9,2026-01-27T18:48:41.209107
Death-inducing signaling complex,Apoptosis,Death Receptor Pathways,GO_CC,0.9,2026-01-27T18:48:41.299121
Acrosomal vesicle,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:45.107950
Dendritic spine,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:45.213079
Membrane attack complex,Immune System,Complement Cascade,GO_CC,0.9,2026-01-27T18:48:45.307559
Nuclear lamina,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:45.409338
Phagolysosome,Immune System,Phagocytosis,GO_CC,0.9,2026-01-27T18:48:45.510601
Catalytic complex,Cellular Processes,Enzyme Complex Assembly,GO_CC,0.9,2026-01-27T18:48:45.606291
Mis6-Sim4 complex,Genetic Information Processing,Chromatin Modification,GO_CC,0.9,2026-01-27T18:48:45.710338
Exon-exon junction complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:48:45.809927
Nonhomologous end joining complex,Genetic Information Processing,DNA Repair Mechanisms,GO_CC,0.9,2026-01-27T18:48:49.118558
Transcription regulator complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:49.224823
UBC13-MMS2 complex,Genetic Information Processing,DNA Repair Mechanisms,GO_CC,0.9,2026-01-27T18:48:49.329314
Lateral element,Cellular Processes,Chromosome Organization,GO_CC,0.9,2026-01-27T18:48:49.432627
Actomyosin,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:49.534018
RNA polymerase III complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:49.629406
Zona pellucida receptor complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:48:49.723343
Peroxisomal matrix,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:49.814020
Cytoplasmic side of early endosome membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:53.429959
Eukaryotic translation elongation factor 1 complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:48:53.535395
SAGA-type complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:48:53.632366
Nuclear protein-containing complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:53.731518
Cortical endoplasmic reticulum,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:53.826694
Spanning component of plasma membrane,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:48:53.929139
Mitochondrial permeability transition pore complex,Cellular Processes,Mitochondrial Dynamics,GO_CC,0.9,2026-01-27T18:48:54.029500
Basal cortex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:54.116566
Septin complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:48:57.650953
GABA receptor complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:48:57.755580
Brahma complex,Cellular Processes,Chromatin Modification,GO_CC,0.9,2026-01-27T18:48:57.863367
Ribosome,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:48:57.966401
Site of DNA damage,Cell Cycle,DNA Damage Checkpoint,GO_CC,0.9,2026-01-27T18:48:58.072061
Microtubule plus-end,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:48:58.176198
Cell division site,Cell Cycle,M Phase Control,GO_CC,0.9,2026-01-27T18:48:58.267994
Basement membrane collagen trimer,Cellular Processes,Extracellular Matrix Organization,GO_CC,0.9,2026-01-27T18:48:58.358072
Subapical complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:01.475149
AMPA glutamate receptor complex,Cellular Processes,Ion Channel Complex,GO_CC,0.9,2026-01-27T18:49:01.579173
Endoplasmic reticulum lumen,Cellular Processes,Protein Folding and Quality Control,GO_CC,0.9,2026-01-27T18:49:01.675628
Microtubule,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:01.778603
Dolichol-phosphate-mannose synthase complex,Cellular Processes,Glycosylation Pathways,GO_CC,0.9,2026-01-27T18:49:01.883794
CAF-1 complex,Cellular Processes,DNA Replication and Repair,GO_CC,0.9,2026-01-27T18:49:01.987432
Sec61 translocon complex,Cellular Processes,Protein Translocation,GO_CC,0.9,2026-01-27T18:49:02.083548
Host cell,Cellular Processes,Host-Pathogen Interactions,GO_CC,0.9,2026-01-27T18:49:02.173467
Photoreceptor connecting cilium,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:05.600795
Plasma membrane region,Cellular Processes,Membrane Organization,GO_CC,0.9,2026-01-27T18:49:05.704510
Eukaryotic 43S preinitiation complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:49:05.804820
Mediator complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:05.907959
Membrane raft,Cellular Processes,Membrane Organization,GO_CC,0.9,2026-01-27T18:49:06.017819
Ribonucleoside-diphosphate reductase complex,Genetic Information Processing,Nucleotide Metabolism,GO_CC,0.9,2026-01-27T18:49:06.116746
Dendrite,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:06.210141
Glycine-gated chloride channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:49:06.312587
Ion channel complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:49:10.249189
Acetylcholine-gated channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:49:10.349208
Proteasome storage granule,Cellular Processes,Protein Storage and Degradation,GO_CC,0.9,2026-01-27T18:49:10.448085
ATF1-ATF4 transcription factor complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:10.551902
Golgi cisterna,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:10.650662
Cell-cell contact zone,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:10.744501
Mitochondrial fatty acid beta-oxidation multienzyme complex,Metabolism,Fatty Acid Metabolism,GO_CC,0.9,2026-01-27T18:49:10.833188
Cyclin-dependent protein kinase holoenzyme complex,Cell Cycle,Cyclin Regulation,GO_CC,0.9,2026-01-27T18:49:10.932722
Amylin receptor complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:14.307628
"Preribosome, large subunit precursor",Genetic Information Processing,Ribosome Biogenesis,GO_CC,0.9,2026-01-27T18:49:14.418041
Integral component of synaptic vesicle membrane,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:14.514896
DNA polymerase complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:49:14.608930
Platelet dense tubular network membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:14.708070
Complex of collagen trimers,Cellular Processes,Protein Assembly,GO_CC,0.9,2026-01-27T18:49:14.801266
Mitotic spindle microtubule,Cell Cycle,Spindle Assembly Checkpoint,GO_CC,0.9,2026-01-27T18:49:14.939515
Haptoglobin-hemoglobin complex,Immune System,Hemoglobin Scavenging,GO_CC,0.9,2026-01-27T18:49:15.064025
Magnesium-dependent protein serine/threonine phosphatase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:18.440826
Organelle envelope,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:18.545273
Lsm1-7-Pat1 complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:49:18.637578
